image,cluster,dist_to_centroid
6716.jpg,15,0.7117
6921.jpg,6,0.5676
16191.jpg,13,0.5013
18472.jpg,6,0.5817
11739.jpg,4,0.7646
8567.jpg,16,0.7690
4857.jpg,5,0.8598
4404.jpg,13,0.4918
18049.jpg,13,0.5770
15678.jpg,14,0.6143
11196.jpg,11,0.5813
15335.jpg,6,0.6941
10798.jpg,14,0.5312
4654.jpg,7,0.6989
12046.jpg,7,0.7740
10413.jpg,13,0.5533
5645.jpg,2,0.7374
3548.jpg,7,0.6688
7019.jpg,9,0.5920
4057.jpg,16,0.7071
12915.jpg,7,0.7320
5184.jpg,13,0.4189
14339.jpg,19,0.6738
1919.jpg,5,0.9761
8037.jpg,7,0.6585
8485.jpg,2,0.6474
12835.jpg,19,0.5474
15891.jpg,3,0.7668
19971.jpg,14,0.4174
17575.jpg,19,0.8050
18226.jpg,9,0.7419
14124.jpg,0,0.7245
7713.jpg,19,0.9177
3210.jpg,9,0.7535
13280.jpg,3,0.5955
13312.jpg,11,0.5671
3402.jpg,13,0.4608
7830.jpg,2,0.6346
17682.jpg,11,0.5515
17018.jpg,13,0.4790
10530.jpg,19,0.6391
5127.jpg,11,0.5064
2931.jpg,4,0.7677
7663.jpg,13,0.5593
17997.jpg,3,0.5902
2541.jpg,2,0.6491
17635.jpg,4,0.7595
16893.jpg,1,0.6727
1008.jpg,4,0.6896
4543.jpg,1,0.5882
13817.jpg,9,0.6560
13655.jpg,14,0.5930
14943.jpg,13,0.4434
5403.jpg,0,0.6984
7323.jpg,11,0.4739
11110.jpg,16,0.7704
2269.jpg,10,0.6108
11806.jpg,8,0.4955
5704.jpg,8,0.6068
13325.jpg,19,0.5570
16497.jpg,11,0.6439
15807.jpg,3,0.6760
9391.jpg,7,0.7785
18143.jpg,14,0.5251
12027.jpg,11,0.7498
14658.jpg,3,0.6722
3943.jpg,14,0.4707
18726.jpg,7,0.7609
19408.jpg,6,0.5724
338.jpg,3,0.6112
15576.jpg,7,0.7709
5844.jpg,1,0.6434
8132.jpg,3,0.5528
9294.jpg,3,0.4393
16965.jpg,13,0.6755
5948.jpg,8,0.6874
12032.jpg,18,0.7485
8622.jpg,14,0.5233
9434.jpg,16,0.6645
7562.jpg,11,0.6135
2992.jpg,6,0.7384
13062.jpg,2,0.7814
3993.jpg,4,0.6432
4568.jpg,15,0.6882
6914.jpg,7,0.8035
2938.jpg,11,0.5226
8448.jpg,2,0.6224
7524.jpg,7,0.7727
3968.jpg,0,0.5529
8540.jpg,7,0.5937
15572.jpg,15,0.8742
12097.jpg,2,0.7019
905.jpg,15,0.7298
8751.jpg,18,0.7220
12079.jpg,7,0.6994
13253.jpg,4,0.7355
728.jpg,14,0.5357
7844.jpg,11,0.4802
12501.jpg,15,0.7449
191.jpg,5,0.8248
16886.jpg,3,0.6599
17431.jpg,15,0.6567
2615.jpg,14,0.5900
12440.jpg,15,0.7167
8303.jpg,6,0.5693
16799.jpg,19,0.8732
17519.jpg,4,0.5881
5897.jpg,17,0.6610
9716.jpg,4,0.7126
3312.jpg,15,0.7377
19587.jpg,1,0.6021
7649.jpg,3,0.5972
3497.jpg,13,0.5373
13078.jpg,2,0.7477
19892.jpg,2,0.6960
12959.jpg,0,0.5539
9400.jpg,15,0.6934
15132.jpg,15,0.7409
12485.jpg,14,0.5260
13327.jpg,19,0.5716
15597.jpg,0,0.5488
18020.jpg,1,0.5147
3033.jpg,9,0.7466
8779.jpg,5,0.8346
16371.jpg,15,0.7286
10179.jpg,19,0.5676
9205.jpg,1,0.6997
8514.jpg,2,0.6600
1347.jpg,16,0.7714
16802.jpg,2,0.6460
20.jpg,8,0.4859
6403.jpg,7,0.6811
3638.jpg,18,0.7678
1882.jpg,10,0.4699
694.jpg,5,0.7383
4183.jpg,6,0.4550
8625.jpg,13,0.5491
6907.jpg,9,0.7549
4642.jpg,13,0.5041
7159.jpg,16,0.9270
1871.jpg,8,0.5936
12965.jpg,6,0.5752
7436.jpg,0,0.6759
2060.jpg,10,0.5976
10558.jpg,10,0.8051
9130.jpg,7,0.5941
15193.jpg,0,0.5365
10599.jpg,13,0.5765
14882.jpg,6,0.6713
8698.jpg,19,0.7289
9632.jpg,3,0.8058
15128.jpg,16,0.6774
12984.jpg,2,0.6706
1814.jpg,6,0.6664
2067.jpg,13,0.4593
5219.jpg,16,0.7649
9762.jpg,1,0.7099
1980.jpg,18,0.7070
5535.jpg,14,0.6213
12012.jpg,6,0.5381
976.jpg,8,0.5355
556.jpg,15,0.7167
14758.jpg,19,0.7339
19682.jpg,13,0.6583
16513.jpg,7,0.8355
19663.jpg,7,0.7734
10745.jpg,14,0.6247
4800.jpg,2,0.7008
17844.jpg,2,0.6338
19741.jpg,8,0.6897
13885.jpg,15,0.6354
870.jpg,18,0.8730
11821.jpg,1,0.7907
5102.jpg,15,0.8010
6462.jpg,4,0.6526
5385.jpg,2,0.7340
63.jpg,16,0.6261
15292.jpg,18,0.8573
10589.jpg,12,0.6878
7599.jpg,19,0.5939
14666.jpg,19,0.7393
16196.jpg,13,0.5974
11551.jpg,4,0.6465
17803.jpg,15,0.7820
6446.jpg,8,0.6491
14221.jpg,19,0.6588
13726.jpg,13,0.5155
5130.jpg,1,0.6670
2467.jpg,11,0.6328
4269.jpg,0,0.8049
1623.jpg,16,0.7681
4652.jpg,2,0.7579
2863.jpg,14,0.5564
3266.jpg,9,0.7258
17609.jpg,19,0.7342
12944.jpg,2,0.6559
2970.jpg,3,0.5585
12464.jpg,6,0.5513
13668.jpg,6,0.5743
13672.jpg,0,0.6252
11055.jpg,1,0.4358
2145.jpg,13,0.4488
16232.jpg,15,0.8029
19492.jpg,4,0.6394
14988.jpg,16,0.8197
2625.jpg,4,0.7693
19610.jpg,13,0.5333
12988.jpg,15,0.5586
15762.jpg,8,0.5808
4530.jpg,2,0.7101
15201.jpg,15,0.6480
15140.jpg,6,0.5330
5467.jpg,1,0.7238
1475.jpg,2,0.8132
19162.jpg,0,0.6856
4091.jpg,16,0.7213
11694.jpg,9,0.5956
1240.jpg,6,0.4785
5365.jpg,19,0.6323
17307.jpg,2,0.7996
11054.jpg,2,0.7586
921.jpg,13,0.4363
369.jpg,3,0.5808
1225.jpg,4,0.6520
4486.jpg,1,0.7309
12350.jpg,3,0.6110
9955.jpg,13,0.5279
12588.jpg,3,0.6294
7403.jpg,6,0.6033
7976.jpg,6,0.6129
545.jpg,3,0.5761
4041.jpg,14,0.5794
16968.jpg,2,0.7959
6173.jpg,3,0.5628
12518.jpg,15,0.7873
227.jpg,13,0.6940
3259.jpg,16,0.7012
14770.jpg,16,0.9093
3175.jpg,13,0.7206
17362.jpg,1,0.5410
16657.jpg,4,0.6781
8000.jpg,14,0.6893
11354.jpg,19,0.6463
328.jpg,14,0.4918
11660.jpg,1,0.6673
17151.jpg,7,0.7098
19181.jpg,11,0.8743
536.jpg,9,0.6541
9082.jpg,9,0.8664
437.jpg,5,0.9226
8874.jpg,14,0.5978
9090.jpg,2,0.7459
1870.jpg,16,0.7997
1583.jpg,13,0.5246
235.jpg,6,0.6343
10040.jpg,14,0.6360
5046.jpg,13,0.5855
11661.jpg,0,0.6743
5016.jpg,19,0.5946
18158.jpg,15,0.6439
3301.jpg,5,0.8758
383.jpg,1,0.6516
4416.jpg,13,0.6070
803.jpg,14,0.4697
11123.jpg,1,0.5365
19534.jpg,13,0.6172
17060.jpg,5,0.7673
13872.jpg,16,0.6633
17637.jpg,13,0.4659
6159.jpg,3,0.5614
18816.jpg,15,0.7039
14768.jpg,10,0.6005
15750.jpg,18,0.7375
15034.jpg,1,0.8273
16009.jpg,10,0.6898
19758.jpg,2,0.7922
7878.jpg,2,0.7016
12312.jpg,13,0.4286
2074.jpg,19,0.6819
18645.jpg,13,0.5332
16109.jpg,13,0.6921
4147.jpg,16,0.6846
10861.jpg,15,0.6067
10816.jpg,10,0.6114
11770.jpg,10,0.7123
3147.jpg,17,0.7980
8340.jpg,9,0.6413
7277.jpg,17,0.7266
12200.jpg,13,0.6073
8329.jpg,2,0.7758
17843.jpg,13,0.5786
18123.jpg,2,0.7751
10007.jpg,16,0.7993
17601.jpg,15,0.7402
13596.jpg,19,0.5911
4260.jpg,13,0.5023
6381.jpg,8,0.5282
3581.jpg,13,0.6585
15361.jpg,7,0.6988
12814.jpg,18,0.7871
14865.jpg,1,0.5674
11664.jpg,0,0.6263
3664.jpg,2,0.6893
16398.jpg,9,0.6493
8658.jpg,0,0.7333
11473.jpg,13,0.5009
16600.jpg,15,0.5838
3836.jpg,9,0.7832
3565.jpg,12,0.8206
12936.jpg,13,0.5964
10921.jpg,11,0.5347
17031.jpg,16,0.8208
3137.jpg,17,0.6833
15432.jpg,19,0.5997
9857.jpg,7,0.6691
4452.jpg,15,0.8431
6256.jpg,2,0.6423
7305.jpg,10,0.7024
7658.jpg,19,0.6106
7917.jpg,19,0.6179
4525.jpg,19,0.7027
11693.jpg,19,0.8127
10016.jpg,19,0.5740
13790.jpg,5,1.0067
18484.jpg,13,0.6923
11395.jpg,3,0.5427
5397.jpg,15,0.7780
9527.jpg,18,0.6504
7861.jpg,13,0.4408
19249.jpg,6,0.5183
4103.jpg,8,0.5171
1791.jpg,6,0.5568
9639.jpg,3,0.5195
8294.jpg,2,0.7413
4385.jpg,13,0.5656
16105.jpg,9,0.6706
1214.jpg,19,0.7628
17507.jpg,2,0.6051
4359.jpg,13,0.4938
8227.jpg,8,0.6064
185.jpg,2,0.5754
11268.jpg,4,0.6950
14074.jpg,13,0.5448
16789.jpg,15,0.6069
11591.jpg,2,0.8596
5013.jpg,3,0.6538
11822.jpg,10,0.6063
11833.jpg,14,0.6598
15575.jpg,2,0.6875
7866.jpg,13,0.6104
6751.jpg,3,0.5888
12428.jpg,11,0.7549
16783.jpg,13,0.5158
1236.jpg,16,0.7502
3424.jpg,5,0.7418
5623.jpg,4,0.5879
1253.jpg,7,0.6977
11219.jpg,5,0.8830
7821.jpg,2,0.6987
2026.jpg,8,0.8727
10156.jpg,18,0.7575
8930.jpg,4,0.5741
5316.jpg,16,0.7527
1291.jpg,9,0.6445
17823.jpg,14,0.5803
9445.jpg,2,0.7470
6129.jpg,7,0.6214
13783.jpg,4,0.7616
318.jpg,3,0.6368
12681.jpg,9,0.7888
9486.jpg,7,0.5997
2969.jpg,17,0.8265
4216.jpg,12,0.7235
17862.jpg,19,0.6949
9779.jpg,3,0.5315
11547.jpg,14,0.5777
9696.jpg,6,0.7052
6084.jpg,5,0.7927
12181.jpg,19,0.7202
8841.jpg,16,0.6509
5001.jpg,13,0.6622
9279.jpg,4,0.6756
7158.jpg,3,0.6968
17633.jpg,13,0.5761
6717.jpg,6,0.6406
8974.jpg,0,0.6947
7575.jpg,16,0.7942
14920.jpg,15,0.7119
3484.jpg,3,0.5379
11505.jpg,15,0.6517
948.jpg,19,0.6552
882.jpg,4,0.7471
2697.jpg,15,0.8582
2680.jpg,16,0.5769
8953.jpg,11,0.7025
7134.jpg,2,0.8670
7446.jpg,7,0.6753
9037.jpg,6,0.6710
10488.jpg,19,0.6922
3731.jpg,4,0.7322
15359.jpg,3,0.4920
13650.jpg,14,0.5810
7095.jpg,8,0.5333
2805.jpg,13,0.6058
19077.jpg,8,0.4895
8479.jpg,10,0.5378
16946.jpg,19,0.6766
15254.jpg,14,0.6092
7578.jpg,14,0.4906
10971.jpg,15,0.6838
9326.jpg,8,0.5293
6834.jpg,3,0.5447
16838.jpg,1,0.6082
120.jpg,5,0.8301
14290.jpg,1,0.6814
18905.jpg,18,0.6661
3362.jpg,19,0.5942
2576.jpg,13,0.7381
11271.jpg,13,0.5807
19419.jpg,3,0.6702
10221.jpg,3,0.6774
6682.jpg,11,0.5513
15631.jpg,6,0.5109
12338.jpg,13,0.4866
16856.jpg,13,0.5841
2114.jpg,8,0.4974
17481.jpg,14,0.4844
16487.jpg,15,0.7428
5456.jpg,19,0.6313
4156.jpg,13,0.5611
13066.jpg,9,0.6943
18382.jpg,4,0.6808
6912.jpg,13,0.5763
10305.jpg,8,0.5226
2455.jpg,4,0.6386
990.jpg,13,0.5673
10255.jpg,6,0.7273
9569.jpg,3,0.6743
13834.jpg,0,0.6997
10716.jpg,14,0.6711
6054.jpg,19,0.7280
17064.jpg,8,0.5271
9166.jpg,7,0.6752
15088.jpg,9,0.7401
3187.jpg,11,0.8407
4686.jpg,6,0.4920
18931.jpg,14,0.6918
6378.jpg,3,0.6640
9564.jpg,5,0.7849
4491.jpg,6,0.4683
6268.jpg,0,0.6489
5307.jpg,5,0.8886
3403.jpg,11,0.5054
818.jpg,8,0.4600
548.jpg,5,0.8940
8128.jpg,5,0.7437
12702.jpg,14,0.5100
1493.jpg,14,0.6873
11496.jpg,3,0.7136
15515.jpg,0,0.6794
601.jpg,8,0.5053
1911.jpg,7,0.7585
1361.jpg,13,0.6706
1275.jpg,13,0.6267
19572.jpg,7,0.6038
15820.jpg,4,0.6620
16928.jpg,2,0.6957
790.jpg,6,0.5969
9565.jpg,15,0.5990
8420.jpg,13,0.5471
4122.jpg,2,0.7722
3451.jpg,2,0.8486
11176.jpg,14,0.5960
15519.jpg,13,0.4630
444.jpg,5,0.8399
7387.jpg,9,0.8138
5000.jpg,9,0.7192
14252.jpg,19,0.5735
11031.jpg,19,0.6512
14349.jpg,14,0.5206
7028.jpg,13,0.6050
17725.jpg,19,0.7007
12062.jpg,17,0.7339
18066.jpg,0,0.6256
2899.jpg,10,0.6105
7337.jpg,8,0.4858
1098.jpg,0,0.5628
7026.jpg,15,0.6762
3861.jpg,1,0.7400
3726.jpg,12,0.6296
8229.jpg,7,0.6485
12121.jpg,11,0.5048
8983.jpg,2,0.8062
4603.jpg,0,0.7249
7760.jpg,13,0.5337
4487.jpg,12,0.7379
10209.jpg,6,0.5567
12905.jpg,3,0.8076
18848.jpg,13,0.4246
16164.jpg,13,0.5439
19316.jpg,10,0.5664
19210.jpg,13,0.4431
4835.jpg,2,0.7836
14606.jpg,8,0.6608
12960.jpg,8,0.5894
5305.jpg,8,0.6138
12250.jpg,15,0.6742
14771.jpg,2,0.8055
7269.jpg,6,0.6310
121.jpg,5,0.8272
10532.jpg,3,0.6630
15963.jpg,12,0.7917
17631.jpg,13,0.5346
14830.jpg,3,0.6908
19330.jpg,5,0.7074
11134.jpg,19,0.7535
14669.jpg,2,0.8395
4680.jpg,17,0.7672
2256.jpg,7,0.7156
3168.jpg,5,0.7698
11382.jpg,11,0.4698
18841.jpg,13,0.6066
1810.jpg,18,0.8483
19099.jpg,19,0.5905
1639.jpg,0,0.6566
1099.jpg,14,0.6404
5183.jpg,14,0.6391
2087.jpg,8,0.5555
1296.jpg,7,0.7149
16527.jpg,3,0.5422
12785.jpg,18,0.6590
14536.jpg,19,0.5444
11829.jpg,13,0.6663
2210.jpg,2,0.6752
4002.jpg,14,0.5605
4873.jpg,10,0.6276
9435.jpg,13,0.6130
14065.jpg,13,0.4959
19065.jpg,13,0.6387
8501.jpg,7,0.6691
10785.jpg,2,0.8062
10225.jpg,0,0.6110
1435.jpg,3,0.5740
8377.jpg,0,0.6257
18396.jpg,12,0.7668
16463.jpg,7,0.6084
8475.jpg,3,0.5227
12659.jpg,0,0.6303
13182.jpg,0,0.5665
10641.jpg,18,0.8046
19852.jpg,0,0.7736
4712.jpg,15,0.6524
8311.jpg,14,0.5732
17452.jpg,10,0.5955
7369.jpg,15,0.6463
8480.jpg,14,0.5821
5911.jpg,5,0.8896
17395.jpg,14,0.7030
6083.jpg,7,0.6159
15694.jpg,6,0.6264
14814.jpg,8,0.4437
8869.jpg,16,0.6516
2173.jpg,4,0.6252
7566.jpg,3,0.5000
668.jpg,14,0.6099
18947.jpg,10,0.6402
3989.jpg,19,0.6412
10936.jpg,14,0.5689
5952.jpg,3,0.5573
13968.jpg,0,0.5868
19185.jpg,0,0.6615
5336.jpg,11,0.5971
17114.jpg,9,0.6444
8988.jpg,8,0.6366
1828.jpg,13,0.4800
1501.jpg,11,0.5859
15529.jpg,9,0.7644
5369.jpg,7,0.8307
11542.jpg,1,0.5142
19856.jpg,14,0.5517
8528.jpg,5,0.8866
10148.jpg,2,0.7790
7034.jpg,13,0.5358
13568.jpg,9,0.7108
15183.jpg,7,0.7352
2034.jpg,14,0.6390
15401.jpg,0,0.5769
3089.jpg,8,0.6241
6152.jpg,7,0.6688
18259.jpg,19,0.7947
16537.jpg,18,0.6503
2533.jpg,13,0.6159
18792.jpg,18,0.7424
13476.jpg,13,0.6678
6082.jpg,12,0.8448
14361.jpg,15,0.6636
12667.jpg,9,0.7480
6069.jpg,0,0.5970
17278.jpg,2,0.7437
10436.jpg,7,0.8534
8052.jpg,7,0.6026
19655.jpg,18,0.7100
16156.jpg,11,0.5926
3323.jpg,13,0.5092
5522.jpg,15,0.5853
8896.jpg,14,0.4696
5078.jpg,19,0.6166
10022.jpg,13,0.5136
5603.jpg,2,0.7524
16674.jpg,14,0.6225
7264.jpg,14,0.5438
1547.jpg,4,0.7043
11848.jpg,13,0.6224
13645.jpg,7,0.6351
19446.jpg,7,0.6754
14244.jpg,15,0.8031
7325.jpg,18,0.7474
18770.jpg,19,0.5930
691.jpg,14,0.5949
12521.jpg,3,0.5101
4668.jpg,14,0.6910
14967.jpg,5,0.8313
5845.jpg,19,0.6665
10783.jpg,6,0.5501
8721.jpg,0,0.6357
19254.jpg,2,0.8577
17337.jpg,9,0.8181
4475.jpg,4,0.8338
1661.jpg,7,0.6611
5362.jpg,14,0.4708
7805.jpg,14,0.6277
233.jpg,9,0.7478
1170.jpg,9,0.6418
9573.jpg,11,0.6106
12366.jpg,19,0.6358
3347.jpg,3,0.5622
17.jpg,2,0.7473
11340.jpg,12,0.7572
9108.jpg,15,0.6095
2102.jpg,0,0.7431
6678.jpg,15,0.7801
7151.jpg,14,0.5554
3802.jpg,9,0.6819
12314.jpg,19,0.6629
14218.jpg,10,0.6818
15184.jpg,3,0.7183
14635.jpg,13,0.6971
15603.jpg,7,0.7383
6754.jpg,11,0.6266
4472.jpg,11,0.4923
15811.jpg,16,0.6515
15663.jpg,6,0.6354
18056.jpg,4,0.7169
1483.jpg,8,0.5332
14161.jpg,0,0.7009
11337.jpg,16,0.6696
13602.jpg,1,0.6855
5908.jpg,7,0.6948
2403.jpg,19,0.6229
11931.jpg,17,0.6044
9588.jpg,12,0.7390
11878.jpg,13,0.4386
12917.jpg,9,0.6509
6859.jpg,16,0.8256
6130.jpg,18,0.7542
15588.jpg,7,0.7614
1721.jpg,16,0.6679
12142.jpg,11,0.4558
19563.jpg,19,0.6894
16358.jpg,7,0.8098
13684.jpg,1,0.6986
7618.jpg,4,0.7971
15484.jpg,2,0.6553
1825.jpg,10,0.7883
14711.jpg,11,0.5683
968.jpg,8,0.4906
11610.jpg,15,0.8105
9953.jpg,13,0.5916
7584.jpg,13,0.4794
15407.jpg,3,0.5721
4540.jpg,10,0.6872
4408.jpg,7,0.8108
2740.jpg,3,0.6428
10724.jpg,16,0.7415
7940.jpg,10,0.5974
15837.jpg,18,0.7198
7974.jpg,5,0.7461
8517.jpg,11,0.5103
4660.jpg,13,0.4802
8772.jpg,19,0.6749
16315.jpg,11,0.4908
17030.jpg,18,0.6696
19144.jpg,2,0.7766
10871.jpg,9,0.8736
5248.jpg,1,0.5942
15311.jpg,14,0.6502
9095.jpg,5,0.7720
999.jpg,13,0.5441
10563.jpg,1,0.5924
8880.jpg,10,0.6749
18043.jpg,10,0.6153
9937.jpg,15,0.7381
19807.jpg,16,0.6625
14440.jpg,2,0.6702
11685.jpg,2,0.6923
5610.jpg,6,0.6491
9004.jpg,14,0.5521
8122.jpg,9,0.6897
8562.jpg,7,0.7543
1022.jpg,1,0.4984
11097.jpg,5,0.8713
13949.jpg,8,0.6720
4939.jpg,14,0.6268
13522.jpg,11,0.6171
6813.jpg,8,0.5031
16606.jpg,17,0.5484
4211.jpg,4,0.6752
3219.jpg,5,0.8307
7611.jpg,7,0.6688
11501.jpg,6,0.6484
2356.jpg,16,0.6074
2427.jpg,3,0.7234
1460.jpg,16,0.7267
11342.jpg,13,0.5004
104.jpg,16,0.7539
11145.jpg,15,0.7757
13513.jpg,13,0.6061
351.jpg,14,0.4882
17882.jpg,5,0.8043
12286.jpg,19,0.7938
11638.jpg,5,0.7779
5685.jpg,8,0.5239
7434.jpg,16,0.8240
10762.jpg,13,0.4650
18205.jpg,2,0.8307
8531.jpg,12,0.8214
12979.jpg,13,0.6591
5056.jpg,2,0.6409
17700.jpg,19,0.6320
17008.jpg,3,0.5788
5068.jpg,7,0.6092
10535.jpg,2,0.7130
5250.jpg,13,0.4832
416.jpg,5,0.7002
17580.jpg,8,0.5122
13067.jpg,19,0.6385
16285.jpg,10,0.6588
13815.jpg,9,0.5658
13328.jpg,15,0.6671
7971.jpg,3,0.7158
14968.jpg,8,0.5384
17928.jpg,13,0.5477
12633.jpg,3,0.6182
10630.jpg,4,0.6332
9885.jpg,9,0.7452
3024.jpg,13,0.5804
2986.jpg,5,0.6855
6100.jpg,2,0.7048
7555.jpg,1,0.6920
8207.jpg,3,0.5575
18894.jpg,7,0.6187
17316.jpg,14,0.4770
19815.jpg,8,0.7947
5776.jpg,14,0.4728
11084.jpg,19,0.6818
11564.jpg,3,0.6806
811.jpg,19,0.7621
9184.jpg,6,0.6723
5098.jpg,5,0.8670
8273.jpg,7,0.6981
6561.jpg,15,0.9241
785.jpg,13,0.5502
19370.jpg,8,0.6024
9251.jpg,3,0.6458
323.jpg,3,0.6790
5708.jpg,8,0.4637
1036.jpg,8,0.5598
6330.jpg,5,0.8637
7070.jpg,1,0.6229
16372.jpg,9,0.6876
18543.jpg,13,0.5382
19705.jpg,0,0.6373
18634.jpg,1,0.4998
16113.jpg,2,0.6715
5474.jpg,7,0.7340
18952.jpg,11,0.6234
6144.jpg,19,0.7418
6196.jpg,17,0.6638
14800.jpg,9,0.7038
13198.jpg,13,0.4554
10473.jpg,13,0.5017
6253.jpg,6,0.5183
9352.jpg,9,0.8288
8270.jpg,19,0.6896
9136.jpg,13,0.6369
14985.jpg,6,0.7286
11042.jpg,12,0.7766
18395.jpg,16,0.8283
7106.jpg,10,0.5797
16344.jpg,19,0.6398
6112.jpg,8,0.4704
14142.jpg,12,0.8947
12827.jpg,11,0.5842
1178.jpg,14,0.5900
14405.jpg,4,0.6046
3704.jpg,2,0.6189
14292.jpg,2,0.6981
14735.jpg,14,0.6511
6139.jpg,3,0.5782
10999.jpg,1,0.6453
13899.jpg,8,0.5134
9155.jpg,11,0.6862
4777.jpg,6,0.6116
8920.jpg,13,0.4570
13089.jpg,7,0.7049
8969.jpg,11,0.5567
14212.jpg,8,0.5794
8951.jpg,15,0.7221
15662.jpg,9,0.7327
4422.jpg,9,0.6543
16367.jpg,0,0.7848
2530.jpg,8,0.4890
10512.jpg,9,0.7014
4521.jpg,15,0.6481
6697.jpg,8,0.5565
923.jpg,11,0.5899
210.jpg,13,0.5456
6949.jpg,9,0.7563
12517.jpg,3,0.6261
2023.jpg,3,0.6743
7595.jpg,3,0.5772
18774.jpg,4,0.7386
6079.jpg,15,0.8559
1550.jpg,2,0.8993
13121.jpg,13,0.7328
18743.jpg,0,0.8663
10684.jpg,15,0.7235
11608.jpg,6,0.5813
7627.jpg,7,0.6819
14140.jpg,4,0.7164
2709.jpg,16,0.6272
1389.jpg,2,0.7716
10366.jpg,9,0.7473
6015.jpg,8,0.4627
18505.jpg,6,0.4497
9032.jpg,3,0.6111
593.jpg,19,0.7059
9374.jpg,7,0.6204
13581.jpg,13,0.5655
12310.jpg,13,0.4661
880.jpg,2,0.8226
13157.jpg,3,0.6108
6483.jpg,19,0.6950
1106.jpg,8,0.5640
83.jpg,4,0.7453
12616.jpg,2,0.7192
2438.jpg,3,0.6645
4901.jpg,5,0.8077
12507.jpg,7,0.6506
11969.jpg,4,0.6538
19380.jpg,16,0.6453
16477.jpg,11,0.4768
964.jpg,17,0.7561
16629.jpg,15,0.6206
4538.jpg,7,0.6148
753.jpg,18,0.6239
5601.jpg,12,0.8055
2426.jpg,5,0.8789
11793.jpg,2,0.8221
15990.jpg,12,0.6963
6246.jpg,2,0.7670
15746.jpg,0,0.7531
12413.jpg,13,0.6056
7054.jpg,2,0.9249
17768.jpg,12,0.7582
3382.jpg,11,0.6190
18685.jpg,12,0.6526
357.jpg,14,0.5825
9239.jpg,13,0.6466
8021.jpg,2,0.8585
6063.jpg,7,0.6590
2005.jpg,13,0.5775
4351.jpg,2,0.6580
2923.jpg,16,0.7000
16331.jpg,10,0.6608
13969.jpg,3,0.6434
3852.jpg,3,0.7660
2485.jpg,7,0.6619
13117.jpg,6,0.5393
1671.jpg,5,0.8989
8776.jpg,9,0.7052
426.jpg,16,0.6680
15236.jpg,10,0.5496
6313.jpg,17,0.7151
13160.jpg,13,0.6340
1003.jpg,0,0.7680
4494.jpg,13,0.4426
2195.jpg,10,0.5581
16943.jpg,5,0.8643
2098.jpg,19,0.6541
712.jpg,4,0.7052
13237.jpg,7,0.7614
9622.jpg,0,0.6262
847.jpg,3,0.6037
2884.jpg,2,0.7352
13926.jpg,7,0.6874
3388.jpg,6,0.5103
2064.jpg,16,0.6935
1185.jpg,16,0.6732
7195.jpg,11,0.6752
12490.jpg,5,0.8747
9438.jpg,13,0.4984
11393.jpg,1,0.5697
1424.jpg,17,0.5440
16166.jpg,5,0.8266
15686.jpg,13,0.4513
12976.jpg,5,0.8171
333.jpg,1,0.7461
11582.jpg,13,0.4703
462.jpg,7,0.7601
7897.jpg,1,0.5570
5569.jpg,10,0.6253
15976.jpg,14,0.6124
17939.jpg,10,0.8006
1021.jpg,13,0.5389
9629.jpg,8,0.6003
13723.jpg,5,0.9024
9517.jpg,2,0.7469
4341.jpg,7,0.7454
11209.jpg,13,0.5488
16227.jpg,0,0.7777
14565.jpg,15,0.6602
11918.jpg,14,0.7286
10019.jpg,1,0.6454
10857.jpg,8,0.5772
16839.jpg,14,0.5834
7131.jpg,15,0.8104
17459.jpg,10,0.5987
5694.jpg,0,0.6175
17357.jpg,13,0.5557
18788.jpg,11,0.8158
16715.jpg,6,0.5501
16239.jpg,7,0.7830
19737.jpg,16,0.7340
9017.jpg,4,0.7498
1180.jpg,16,0.7621
1854.jpg,3,0.5545
2280.jpg,6,0.7087
360.jpg,4,0.6563
4230.jpg,15,0.7456
14010.jpg,19,0.6483
12880.jpg,11,0.6812
18026.jpg,6,0.5684
1132.jpg,4,0.8733
10610.jpg,3,0.7248
7961.jpg,13,0.5988
10368.jpg,16,0.7471
7367.jpg,6,0.5707
14639.jpg,13,0.5924
1186.jpg,3,0.6060
7009.jpg,11,0.5157
16075.jpg,7,0.5784
1302.jpg,5,0.8737
16661.jpg,11,0.5289
12851.jpg,11,0.4701
6628.jpg,3,0.5667
19752.jpg,0,0.6655
5378.jpg,7,0.6342
16011.jpg,5,0.8341
2578.jpg,10,0.6989
2921.jpg,14,0.6610
5658.jpg,14,0.5627
4537.jpg,7,0.6956
1056.jpg,13,0.4533
9388.jpg,10,0.7377
5451.jpg,16,0.7113
12928.jpg,19,0.7365
2813.jpg,8,0.6408
17719.jpg,13,0.4674
8737.jpg,5,0.7346
10953.jpg,19,0.5424
11798.jpg,9,0.7264
15893.jpg,18,0.7549
13651.jpg,13,0.4736
13381.jpg,6,0.5441
17263.jpg,15,0.8520
9003.jpg,7,0.7312
19878.jpg,6,0.6001
919.jpg,0,0.5926
14716.jpg,13,0.6768
3769.jpg,19,0.5888
14995.jpg,12,0.7888
15288.jpg,13,0.6444
9977.jpg,3,0.6208
11706.jpg,2,0.8166
10886.jpg,13,0.4928
576.jpg,19,0.6891
2176.jpg,7,0.7159
19799.jpg,3,0.5441
18753.jpg,7,0.7120
12719.jpg,15,0.6529
8821.jpg,13,0.6263
16403.jpg,11,0.5477
